timestamp,building,usage_kwh
2017-12-07 18:00:00,Panther_education_Mattie,5.64
2017-12-07 19:00:00,Panther_education_Mattie,5.52
2017-12-07 20:00:00,Panther_education_Mattie,5.4
2017-12-07 21:00:00,Panther_education_Mattie,5.4
2017-12-07 22:00:00,Panther_education_Mattie,4.68
2017-12-07 23:00:00,Panther_education_Mattie,4.68
2017-12-08 00:00:00,Panther_education_Mattie,4.44
2017-12-08 01:00:00,Panther_education_Mattie,3.84
2017-12-08 02:00:00,Panther_education_Mattie,3.84
2017-12-08 03:00:00,Panther_education_Mattie,3.0
2017-12-08 04:00:00,Panther_education_Mattie,2.76
2017-12-08 05:00:00,Panther_education_Mattie,2.64
2017-12-08 06:00:00,Panther_education_Mattie,3.72
2017-12-08 07:00:00,Panther_education_Mattie,3.48
2017-12-08 08:00:00,Panther_education_Mattie,3.72
2017-12-08 09:00:00,Panther_education_Mattie,5.64
2017-12-08 10:00:00,Panther_education_Mattie,5.04
2017-12-08 11:00:00,Panther_education_Mattie,8.4
2017-12-08 12:00:00,Panther_education_Mattie,12.36
2017-12-08 13:00:00,Panther_education_Mattie,12.96
2017-12-08 14:00:00,Panther_education_Mattie,13.32
2017-12-08 15:00:00,Panther_education_Mattie,13.2
2017-12-08 16:00:00,Panther_education_Mattie,12.12
2017-12-08 17:00:00,Panther_education_Mattie,11.28
2017-12-08 18:00:00,Panther_education_Mattie,9.96
2017-12-08 19:00:00,Panther_education_Mattie,10.08
2017-12-08 20:00:00,Panther_education_Mattie,9.12
2017-12-08 21:00:00,Panther_education_Mattie,9.48
2017-12-08 22:00:00,Panther_education_Mattie,6.6
2017-12-08 23:00:00,Panther_education_Mattie,5.4
2017-12-09 00:00:00,Panther_education_Mattie,5.04
2017-12-09 01:00:00,Panther_education_Mattie,5.52
2017-12-09 02:00:00,Panther_education_Mattie,5.16
2017-12-09 03:00:00,Panther_education_Mattie,5.52
2017-12-09 04:00:00,Panther_education_Mattie,5.04
2017-12-09 05:00:00,Panther_education_Mattie,4.44
2017-12-09 06:00:00,Panther_education_Mattie,4.08
2017-12-09 07:00:00,Panther_education_Mattie,2.64
2017-12-09 08:00:00,Panther_education_Mattie,2.28
2017-12-09 09:00:00,Panther_education_Mattie,2.04
2017-12-09 10:00:00,Panther_education_Mattie,2.16
2017-12-09 11:00:00,Panther_education_Mattie,1.92
2017-12-09 12:00:00,Panther_education_Mattie,2.16
2017-12-09 13:00:00,Panther_education_Mattie,2.04
2017-12-09 14:00:00,Panther_education_Mattie,2.04
2017-12-09 15:00:00,Panther_education_Mattie,1.8
2017-12-09 16:00:00,Panther_education_Mattie,2.04
2017-12-09 17:00:00,Panther_education_Mattie,2.16
2017-12-09 18:00:00,Panther_education_Mattie,2.04
2017-12-09 19:00:00,Panther_education_Mattie,1.92
2017-12-09 20:00:00,Panther_education_Mattie,2.04
2017-12-09 21:00:00,Panther_education_Mattie,2.28
2017-12-09 22:00:00,Panther_education_Mattie,3.0
2017-12-09 23:00:00,Panther_education_Mattie,4.32
2017-12-10 00:00:00,Panther_education_Mattie,4.44
2017-12-10 01:00:00,Panther_education_Mattie,5.28
2017-12-10 02:00:00,Panther_education_Mattie,5.16
2017-12-10 03:00:00,Panther_education_Mattie,5.88
2017-12-10 04:00:00,Panther_education_Mattie,6.12
2017-12-10 05:00:00,Panther_education_Mattie,6.84
2017-12-10 06:00:00,Panther_education_Mattie,6.36
2017-12-10 07:00:00,Panther_education_Mattie,6.96
2017-12-10 08:00:00,Panther_education_Mattie,6.96
2017-12-10 09:00:00,Panther_education_Mattie,6.36
2017-12-10 10:00:00,Panther_education_Mattie,5.52
2017-12-10 11:00:00,Panther_education_Mattie,4.44
2017-12-10 12:00:00,Panther_education_Mattie,2.76
2017-12-10 13:00:00,Panther_education_Mattie,2.4
2017-12-10 14:00:00,Panther_education_Mattie,2.16
2017-12-10 15:00:00,Panther_education_Mattie,1.92
2017-12-10 16:00:00,Panther_education_Mattie,2.4
2017-12-10 17:00:00,Panther_education_Mattie,2.88
2017-12-10 18:00:00,Panther_education_Mattie,3.84
2017-12-10 19:00:00,Panther_education_Mattie,4.56
2017-12-10 20:00:00,Panther_education_Mattie,5.04
2017-12-10 21:00:00,Panther_education_Mattie,5.28
2017-12-10 22:00:00,Panther_education_Mattie,5.4
2017-12-10 23:00:00,Panther_education_Mattie,5.76
2017-12-11 00:00:00,Panther_education_Mattie,6.12
2017-12-11 01:00:00,Panther_education_Mattie,6.48
2017-12-11 02:00:00,Panther_education_Mattie,6.6
2017-12-11 03:00:00,Panther_education_Mattie,6.6
2017-12-11 04:00:00,Panther_education_Mattie,6.96
2017-12-11 05:00:00,Panther_education_Mattie,7.2
2017-12-11 06:00:00,Panther_education_Mattie,7.32
2017-12-11 07:00:00,Panther_education_Mattie,7.2
2017-12-11 08:00:00,Panther_education_Mattie,14.28
2017-12-11 09:00:00,Panther_education_Mattie,19.08
2017-12-11 10:00:00,Panther_education_Mattie,18.12
2017-12-11 11:00:00,Panther_education_Mattie,17.16
2017-12-11 12:00:00,Panther_education_Mattie,15.24
2017-12-11 13:00:00,Panther_education_Mattie,15.0
2017-12-11 14:00:00,Panther_education_Mattie,11.4
2017-12-11 15:00:00,Panther_education_Mattie,7.92
2017-12-11 16:00:00,Panther_education_Mattie,6.24
2017-12-11 17:00:00,Panther_education_Mattie,7.2
2017-12-11 18:00:00,Panther_education_Mattie,8.28
2017-12-11 19:00:00,Panther_education_Mattie,9.24
2017-12-11 20:00:00,Panther_education_Mattie,9.72
2017-12-11 21:00:00,Panther_education_Mattie,10.2
2017-12-11 22:00:00,Panther_education_Mattie,10.8
2017-12-11 23:00:00,Panther_education_Mattie,11.88
2017-12-12 00:00:00,Panther_education_Mattie,11.88
2017-12-12 01:00:00,Panther_education_Mattie,12.36
2017-12-12 02:00:00,Panther_education_Mattie,11.52
2017-12-12 03:00:00,Panther_education_Mattie,11.76
2017-12-12 04:00:00,Panther_education_Mattie,11.52
2017-12-12 05:00:00,Panther_education_Mattie,11.64
2017-12-12 06:00:00,Panther_education_Mattie,11.64
2017-12-12 07:00:00,Panther_education_Mattie,11.4
2017-12-12 08:00:00,Panther_education_Mattie,9.48
2017-12-12 09:00:00,Panther_education_Mattie,6.24
2017-12-12 10:00:00,Panther_education_Mattie,3.96
2017-12-12 11:00:00,Panther_education_Mattie,2.52
2017-12-12 12:00:00,Panther_education_Mattie,3.12
2017-12-12 13:00:00,Panther_education_Mattie,3.0
2017-12-12 14:00:00,Panther_education_Mattie,2.64
2017-12-12 15:00:00,Panther_education_Mattie,3.72
2017-12-12 16:00:00,Panther_education_Mattie,3.12
2017-12-12 17:00:00,Panther_education_Mattie,2.4
2017-12-12 18:00:00,Panther_education_Mattie,2.52
2017-12-12 19:00:00,Panther_education_Mattie,2.4
2017-12-12 20:00:00,Panther_education_Mattie,3.84
2017-12-12 21:00:00,Panther_education_Mattie,3.96
2017-12-12 22:00:00,Panther_education_Mattie,5.4
2017-12-12 23:00:00,Panther_education_Mattie,5.88
2017-12-13 00:00:00,Panther_education_Mattie,6.72
2017-12-13 01:00:00,Panther_education_Mattie,7.56
2017-12-13 02:00:00,Panther_education_Mattie,8.28
2017-12-13 03:00:00,Panther_education_Mattie,8.64
2017-12-13 04:00:00,Panther_education_Mattie,9.24
2017-12-13 05:00:00,Panther_education_Mattie,10.2
2017-12-13 06:00:00,Panther_education_Mattie,11.04
2017-12-13 07:00:00,Panther_education_Mattie,12.24
2017-12-13 08:00:00,Panther_education_Mattie,11.4
2017-12-13 09:00:00,Panther_education_Mattie,9.6
2017-12-13 10:00:00,Panther_education_Mattie,8.04
2017-12-13 11:00:00,Panther_education_Mattie,6.0
2017-12-13 12:00:00,Panther_education_Mattie,5.88
2017-12-13 13:00:00,Panther_education_Mattie,4.56
2017-12-13 14:00:00,Panther_education_Mattie,4.08
2017-12-13 15:00:00,Panther_education_Mattie,3.96
2017-12-13 16:00:00,Panther_education_Mattie,3.96
2017-12-13 17:00:00,Panther_education_Mattie,4.92
2017-12-13 18:00:00,Panther_education_Mattie,5.4
2017-12-13 19:00:00,Panther_education_Mattie,6.72
2017-12-13 20:00:00,Panther_education_Mattie,7.68
2017-12-13 21:00:00,Panther_education_Mattie,8.28
2017-12-13 22:00:00,Panther_education_Mattie,8.88
2017-12-13 23:00:00,Panther_education_Mattie,9.84
2017-12-14 00:00:00,Panther_education_Mattie,10.44
2017-12-14 01:00:00,Panther_education_Mattie,10.56
2017-12-14 02:00:00,Panther_education_Mattie,11.04
2017-12-14 03:00:00,Panther_education_Mattie,10.8
2017-12-14 04:00:00,Panther_education_Mattie,11.88
2017-12-14 05:00:00,Panther_education_Mattie,10.68
2017-12-14 06:00:00,Panther_education_Mattie,10.92
2017-12-14 07:00:00,Panther_education_Mattie,10.8
2017-12-14 08:00:00,Panther_education_Mattie,9.48
2017-12-14 09:00:00,Panther_education_Mattie,5.76
2017-12-14 10:00:00,Panther_education_Mattie,3.72
2017-12-14 11:00:00,Panther_education_Mattie,3.12
2017-12-14 12:00:00,Panther_education_Mattie,2.88
2017-12-14 13:00:00,Panther_education_Mattie,2.76
2017-12-14 14:00:00,Panther_education_Mattie,3.48
2017-12-14 15:00:00,Panther_education_Mattie,3.36
2017-12-14 16:00:00,Panther_education_Mattie,3.48
2017-12-14 17:00:00,Panther_education_Mattie,3.48
2017-12-14 18:00:00,Panther_education_Mattie,3.48
2017-12-14 19:00:00,Panther_education_Mattie,4.44
2017-12-14 20:00:00,Panther_education_Mattie,3.84
2017-12-14 21:00:00,Panther_education_Mattie,3.0
2017-12-14 22:00:00,Panther_education_Mattie,2.88
2017-12-14 23:00:00,Panther_education_Mattie,3.36
2017-12-15 00:00:00,Panther_education_Mattie,3.48
2017-12-15 01:00:00,Panther_education_Mattie,3.84
2017-12-15 02:00:00,Panther_education_Mattie,3.72
2017-12-15 03:00:00,Panther_education_Mattie,4.32
2017-12-15 04:00:00,Panther_education_Mattie,3.84
2017-12-15 05:00:00,Panther_education_Mattie,3.72
2017-12-15 06:00:00,Panther_education_Mattie,5.28
2017-12-15 07:00:00,Panther_education_Mattie,5.28
2017-12-15 08:00:00,Panther_education_Mattie,3.36
2017-12-15 09:00:00,Panther_education_Mattie,3.36
2017-12-15 10:00:00,Panther_education_Mattie,3.24
2017-12-15 11:00:00,Panther_education_Mattie,3.6
2017-12-15 12:00:00,Panther_education_Mattie,4.8
2017-12-15 13:00:00,Panther_education_Mattie,5.88
2017-12-15 14:00:00,Panther_education_Mattie,6.96
2017-12-15 15:00:00,Panther_education_Mattie,7.44
2017-12-15 16:00:00,Panther_education_Mattie,6.48
2017-12-15 17:00:00,Panther_education_Mattie,4.56
2017-12-15 18:00:00,Panther_education_Mattie,2.88
2017-12-15 19:00:00,Panther_education_Mattie,2.76
2017-12-15 20:00:00,Panther_education_Mattie,2.64
2017-12-15 21:00:00,Panther_education_Mattie,3.0
2017-12-15 22:00:00,Panther_education_Mattie,3.84
2017-12-15 23:00:00,Panther_education_Mattie,3.72
2017-12-16 00:00:00,Panther_education_Mattie,4.32
2017-12-16 01:00:00,Panther_education_Mattie,4.56
2017-12-16 02:00:00,Panther_education_Mattie,4.56
2017-12-16 03:00:00,Panther_education_Mattie,4.92
2017-12-16 04:00:00,Panther_education_Mattie,5.04
2017-12-16 05:00:00,Panther_education_Mattie,5.4
2017-12-16 06:00:00,Panther_education_Mattie,5.64
2017-12-16 07:00:00,Panther_education_Mattie,6.24
2017-12-16 08:00:00,Panther_education_Mattie,5.28
2017-12-16 09:00:00,Panther_education_Mattie,4.32
2017-12-16 10:00:00,Panther_education_Mattie,3.24
2017-12-16 11:00:00,Panther_education_Mattie,2.52
2017-12-16 12:00:00,Panther_education_Mattie,2.76
2017-12-16 13:00:00,Panther_education_Mattie,2.64
2017-12-16 14:00:00,Panther_education_Mattie,3.24
2017-12-16 15:00:00,Panther_education_Mattie,3.72
2017-12-16 16:00:00,Panther_education_Mattie,4.2
2017-12-16 17:00:00,Panther_education_Mattie,5.04
2017-12-16 18:00:00,Panther_education_Mattie,5.76
2017-12-16 19:00:00,Panther_education_Mattie,5.16
2017-12-16 20:00:00,Panther_education_Mattie,3.48
2017-12-16 21:00:00,Panther_education_Mattie,4.08
2017-12-16 22:00:00,Panther_education_Mattie,4.68
2017-12-16 23:00:00,Panther_education_Mattie,4.92
2017-12-17 00:00:00,Panther_education_Mattie,5.04
2017-12-17 01:00:00,Panther_education_Mattie,5.4
2017-12-17 02:00:00,Panther_education_Mattie,5.64
2017-12-17 03:00:00,Panther_education_Mattie,5.76
2017-12-17 04:00:00,Panther_education_Mattie,5.64
2017-12-17 05:00:00,Panther_education_Mattie,6.12
2017-12-17 06:00:00,Panther_education_Mattie,6.0
2017-12-17 07:00:00,Panther_education_Mattie,5.88
2017-12-17 08:00:00,Panther_education_Mattie,4.92
2017-12-17 09:00:00,Panther_education_Mattie,6.48
2017-12-17 10:00:00,Panther_education_Mattie,8.76
2017-12-17 11:00:00,Panther_education_Mattie,9.24
2017-12-17 12:00:00,Panther_education_Mattie,8.4
2017-12-17 13:00:00,Panther_education_Mattie,7.8
2017-12-17 14:00:00,Panther_education_Mattie,8.28
2017-12-17 15:00:00,Panther_education_Mattie,8.28
2017-12-17 16:00:00,Panther_education_Mattie,8.4
2017-12-17 17:00:00,Panther_education_Mattie,9.0
2017-12-17 18:00:00,Panther_education_Mattie,9.72
2017-12-17 19:00:00,Panther_education_Mattie,10.2
2017-12-17 20:00:00,Panther_education_Mattie,10.56
2017-12-17 21:00:00,Panther_education_Mattie,10.44
2017-12-17 22:00:00,Panther_education_Mattie,7.08
2017-12-17 23:00:00,Panther_education_Mattie,2.64
2017-12-18 00:00:00,Panther_education_Mattie,2.64
2017-12-18 01:00:00,Panther_education_Mattie,2.76
2017-12-18 02:00:00,Panther_education_Mattie,2.64
2017-12-18 03:00:00,Panther_education_Mattie,2.64
2017-12-18 04:00:00,Panther_education_Mattie,2.52
2017-12-18 05:00:00,Panther_education_Mattie,2.64
2017-12-18 06:00:00,Panther_education_Mattie,6.96
2017-12-18 07:00:00,Panther_education_Mattie,10.8
2017-12-18 08:00:00,Panther_education_Mattie,12.6
2017-12-18 09:00:00,Panther_education_Mattie,11.64
2017-12-18 10:00:00,Panther_education_Mattie,9.84
2017-12-18 11:00:00,Panther_education_Mattie,9.48
2017-12-18 12:00:00,Panther_education_Mattie,9.12
2017-12-18 13:00:00,Panther_education_Mattie,8.04
2017-12-18 14:00:00,Panther_education_Mattie,8.88
2017-12-18 15:00:00,Panther_education_Mattie,8.16
2017-12-18 16:00:00,Panther_education_Mattie,9.0
2017-12-18 17:00:00,Panther_education_Mattie,7.92
2017-12-18 18:00:00,Panther_education_Mattie,7.92
2017-12-18 19:00:00,Panther_education_Mattie,8.4
2017-12-18 20:00:00,Panther_education_Mattie,8.88
2017-12-18 21:00:00,Panther_education_Mattie,8.4
2017-12-18 22:00:00,Panther_education_Mattie,6.12
2017-12-18 23:00:00,Panther_education_Mattie,2.04
2017-12-19 00:00:00,Panther_education_Mattie,2.04
2017-12-19 01:00:00,Panther_education_Mattie,2.28
2017-12-19 02:00:00,Panther_education_Mattie,1.92
2017-12-19 03:00:00,Panther_education_Mattie,2.04
2017-12-19 04:00:00,Panther_education_Mattie,2.16
2017-12-19 05:00:00,Panther_education_Mattie,2.16
2017-12-19 06:00:00,Panther_education_Mattie,5.64
2017-12-19 07:00:00,Panther_education_Mattie,10.08
2017-12-19 08:00:00,Panther_education_Mattie,10.68
2017-12-19 09:00:00,Panther_education_Mattie,9.84
2017-12-19 10:00:00,Panther_education_Mattie,7.92
2017-12-19 11:00:00,Panther_education_Mattie,8.4
2017-12-19 12:00:00,Panther_education_Mattie,8.28
2017-12-19 13:00:00,Panther_education_Mattie,8.04
2017-12-19 14:00:00,Panther_education_Mattie,7.8
2017-12-19 15:00:00,Panther_education_Mattie,10.68
2017-12-19 16:00:00,Panther_education_Mattie,9.96
2017-12-19 17:00:00,Panther_education_Mattie,10.32
2017-12-19 18:00:00,Panther_education_Mattie,11.16
2017-12-19 19:00:00,Panther_education_Mattie,10.68
2017-12-19 20:00:00,Panther_education_Mattie,10.92
2017-12-19 21:00:00,Panther_education_Mattie,9.6
2017-12-19 22:00:00,Panther_education_Mattie,5.4
2017-12-19 23:00:00,Panther_education_Mattie,2.4
2017-12-20 00:00:00,Panther_education_Mattie,2.52
2017-12-20 01:00:00,Panther_education_Mattie,2.52
2017-12-20 02:00:00,Panther_education_Mattie,2.16
2017-12-20 03:00:00,Panther_education_Mattie,2.4
2017-12-20 04:00:00,Panther_education_Mattie,2.52
2017-12-20 05:00:00,Panther_education_Mattie,2.4
2017-12-20 06:00:00,Panther_education_Mattie,5.76
2017-12-20 07:00:00,Panther_education_Mattie,10.08
2017-12-20 08:00:00,Panther_education_Mattie,11.16
2017-12-20 09:00:00,Panther_education_Mattie,9.72
2017-12-20 10:00:00,Panther_education_Mattie,9.48
2017-12-20 11:00:00,Panther_education_Mattie,9.48
2017-12-20 12:00:00,Panther_education_Mattie,9.96
2017-12-20 13:00:00,Panther_education_Mattie,9.48
2017-12-20 14:00:00,Panther_education_Mattie,9.72
2017-12-20 15:00:00,Panther_education_Mattie,10.2
2017-12-20 16:00:00,Panther_education_Mattie,11.52
2017-12-20 17:00:00,Panther_education_Mattie,11.64
2017-12-20 18:00:00,Panther_education_Mattie,12.72
2017-12-20 19:00:00,Panther_education_Mattie,12.72
2017-12-20 20:00:00,Panther_education_Mattie,12.72
2017-12-20 21:00:00,Panther_education_Mattie,12.36
2017-12-20 22:00:00,Panther_education_Mattie,8.28
2017-12-20 23:00:00,Panther_education_Mattie,2.04
2017-12-21 00:00:00,Panther_education_Mattie,2.04
2017-12-21 01:00:00,Panther_education_Mattie,2.28
2017-12-21 02:00:00,Panther_education_Mattie,2.4
2017-12-21 03:00:00,Panther_education_Mattie,2.4
2017-12-21 04:00:00,Panther_education_Mattie,2.52
2017-12-21 05:00:00,Panther_education_Mattie,2.64
2017-12-21 06:00:00,Panther_education_Mattie,5.76
2017-12-21 07:00:00,Panther_education_Mattie,8.52
2017-12-21 08:00:00,Panther_education_Mattie,9.72
2017-12-21 09:00:00,Panther_education_Mattie,10.68
2017-12-21 10:00:00,Panther_education_Mattie,9.96
2017-12-21 11:00:00,Panther_education_Mattie,9.48
2017-12-21 12:00:00,Panther_education_Mattie,10.08
2017-12-21 13:00:00,Panther_education_Mattie,11.52
2017-12-21 14:00:00,Panther_education_Mattie,10.8
2017-12-21 15:00:00,Panther_education_Mattie,10.92
2017-12-21 16:00:00,Panther_education_Mattie,9.6
2017-12-21 17:00:00,Panther_education_Mattie,9.84
2017-12-21 18:00:00,Panther_education_Mattie,11.04
2017-12-21 19:00:00,Panther_education_Mattie,11.76
2017-12-21 20:00:00,Panther_education_Mattie,11.64
2017-12-21 21:00:00,Panther_education_Mattie,11.64
2017-12-21 22:00:00,Panther_education_Mattie,7.92
2017-12-21 23:00:00,Panther_education_Mattie,2.16
2017-12-22 00:00:00,Panther_education_Mattie,2.4
2017-12-22 01:00:00,Panther_education_Mattie,2.28
2017-12-22 02:00:00,Panther_education_Mattie,2.4
2017-12-22 03:00:00,Panther_education_Mattie,2.16
2017-12-22 04:00:00,Panther_education_Mattie,2.64
2017-12-22 05:00:00,Panther_education_Mattie,2.28
2017-12-22 06:00:00,Panther_education_Mattie,6.24
2017-12-22 07:00:00,Panther_education_Mattie,10.92
2017-12-22 08:00:00,Panther_education_Mattie,13.08
2017-12-22 09:00:00,Panther_education_Mattie,13.92
2017-12-22 10:00:00,Panther_education_Mattie,13.08
2017-12-22 11:00:00,Panther_education_Mattie,11.4
2017-12-22 12:00:00,Panther_education_Mattie,11.28
2017-12-22 13:00:00,Panther_education_Mattie,10.56
2017-12-22 14:00:00,Panther_education_Mattie,10.68
2017-12-22 15:00:00,Panther_education_Mattie,10.2
2017-12-22 16:00:00,Panther_education_Mattie,9.96
2017-12-22 17:00:00,Panther_education_Mattie,10.56
2017-12-22 18:00:00,Panther_education_Mattie,10.92
2017-12-22 19:00:00,Panther_education_Mattie,11.04
2017-12-22 20:00:00,Panther_education_Mattie,11.4
2017-12-22 21:00:00,Panther_education_Mattie,11.64
2017-12-22 22:00:00,Panther_education_Mattie,7.32
2017-12-22 23:00:00,Panther_education_Mattie,2.04
2017-12-23 00:00:00,Panther_education_Mattie,1.92
2017-12-23 01:00:00,Panther_education_Mattie,1.56
2017-12-23 02:00:00,Panther_education_Mattie,2.16
2017-12-23 03:00:00,Panther_education_Mattie,3.12
2017-12-23 04:00:00,Panther_education_Mattie,3.12
2017-12-23 05:00:00,Panther_education_Mattie,3.36
2017-12-23 06:00:00,Panther_education_Mattie,6.72
2017-12-23 07:00:00,Panther_education_Mattie,10.8
2017-12-23 08:00:00,Panther_education_Mattie,11.4
2017-12-23 09:00:00,Panther_education_Mattie,10.8
2017-12-23 10:00:00,Panther_education_Mattie,10.8
2017-12-23 11:00:00,Panther_education_Mattie,10.56
2017-12-23 12:00:00,Panther_education_Mattie,10.8
2017-12-23 13:00:00,Panther_education_Mattie,10.44
2017-12-23 14:00:00,Panther_education_Mattie,10.08
2017-12-23 15:00:00,Panther_education_Mattie,10.8
2017-12-23 16:00:00,Panther_education_Mattie,11.4
2017-12-23 17:00:00,Panther_education_Mattie,11.16
2017-12-23 18:00:00,Panther_education_Mattie,12.24
2017-12-23 19:00:00,Panther_education_Mattie,11.76
2017-12-23 20:00:00,Panther_education_Mattie,10.44
2017-12-23 21:00:00,Panther_education_Mattie,11.64
2017-12-23 22:00:00,Panther_education_Mattie,7.32
2017-12-23 23:00:00,Panther_education_Mattie,2.16
2017-12-24 00:00:00,Panther_education_Mattie,1.68
2017-12-24 01:00:00,Panther_education_Mattie,1.92
2017-12-24 02:00:00,Panther_education_Mattie,1.56
2017-12-24 03:00:00,Panther_education_Mattie,1.68
2017-12-24 04:00:00,Panther_education_Mattie,1.68
2017-12-24 05:00:00,Panther_education_Mattie,2.16
2017-12-24 06:00:00,Panther_education_Mattie,6.24
2017-12-24 07:00:00,Panther_education_Mattie,10.56
2017-12-24 08:00:00,Panther_education_Mattie,11.88
2017-12-24 09:00:00,Panther_education_Mattie,11.4
2017-12-24 10:00:00,Panther_education_Mattie,10.32
2017-12-24 11:00:00,Panther_education_Mattie,10.68
2017-12-24 12:00:00,Panther_education_Mattie,11.16
2017-12-24 13:00:00,Panther_education_Mattie,10.32
2017-12-24 14:00:00,Panther_education_Mattie,10.68
2017-12-24 15:00:00,Panther_education_Mattie,10.44
2017-12-24 16:00:00,Panther_education_Mattie,11.04
2017-12-24 17:00:00,Panther_education_Mattie,11.16
2017-12-24 18:00:00,Panther_education_Mattie,11.52
2017-12-24 19:00:00,Panther_education_Mattie,12.36
2017-12-24 20:00:00,Panther_education_Mattie,11.64
2017-12-24 21:00:00,Panther_education_Mattie,11.88
2017-12-24 22:00:00,Panther_education_Mattie,6.84
2017-12-24 23:00:00,Panther_education_Mattie,1.8
2017-12-25 00:00:00,Panther_education_Mattie,1.56
2017-12-25 01:00:00,Panther_education_Mattie,1.8
2017-12-25 02:00:00,Panther_education_Mattie,1.92
2017-12-25 03:00:00,Panther_education_Mattie,2.04
2017-12-25 04:00:00,Panther_education_Mattie,1.8
2017-12-25 05:00:00,Panther_education_Mattie,2.16
2017-12-25 06:00:00,Panther_education_Mattie,5.16
2017-12-25 07:00:00,Panther_education_Mattie,9.6
2017-12-25 08:00:00,Panther_education_Mattie,9.36
2017-12-25 09:00:00,Panther_education_Mattie,9.24
2017-12-25 10:00:00,Panther_education_Mattie,5.28
2017-12-25 11:00:00,Panther_education_Mattie,2.16
2017-12-25 12:00:00,Panther_education_Mattie,2.4
2017-12-25 13:00:00,Panther_education_Mattie,2.28
2017-12-25 14:00:00,Panther_education_Mattie,3.36
2017-12-25 15:00:00,Panther_education_Mattie,4.2
2017-12-25 16:00:00,Panther_education_Mattie,3.6
2017-12-25 17:00:00,Panther_education_Mattie,4.08
2017-12-25 18:00:00,Panther_education_Mattie,3.6
2017-12-25 19:00:00,Panther_education_Mattie,3.96
2017-12-25 20:00:00,Panther_education_Mattie,4.68
2017-12-25 21:00:00,Panther_education_Mattie,5.4
2017-12-25 22:00:00,Panther_education_Mattie,5.52
2017-12-25 23:00:00,Panther_education_Mattie,6.24
2017-12-26 00:00:00,Panther_education_Mattie,6.12
2017-12-26 01:00:00,Panther_education_Mattie,6.24
2017-12-26 02:00:00,Panther_education_Mattie,6.6
2017-12-26 03:00:00,Panther_education_Mattie,6.6
2017-12-26 04:00:00,Panther_education_Mattie,6.48
2017-12-26 05:00:00,Panther_education_Mattie,7.08
2017-12-26 06:00:00,Panther_education_Mattie,6.6
2017-12-26 07:00:00,Panther_education_Mattie,7.2
2017-12-26 08:00:00,Panther_education_Mattie,5.4
2017-12-26 09:00:00,Panther_education_Mattie,3.72
2017-12-26 10:00:00,Panther_education_Mattie,1.68
2017-12-26 11:00:00,Panther_education_Mattie,3.48
2017-12-26 12:00:00,Panther_education_Mattie,4.8
2017-12-26 13:00:00,Panther_education_Mattie,6.12
2017-12-26 14:00:00,Panther_education_Mattie,7.56
2017-12-26 15:00:00,Panther_education_Mattie,7.44
2017-12-26 16:00:00,Panther_education_Mattie,8.4
2017-12-26 17:00:00,Panther_education_Mattie,7.8
2017-12-26 18:00:00,Panther_education_Mattie,9.0
2017-12-26 19:00:00,Panther_education_Mattie,9.12
2017-12-26 20:00:00,Panther_education_Mattie,9.96
2017-12-26 21:00:00,Panther_education_Mattie,9.12
2017-12-26 22:00:00,Panther_education_Mattie,6.12
2017-12-26 23:00:00,Panther_education_Mattie,2.52
2017-12-27 00:00:00,Panther_education_Mattie,3.0
2017-12-27 01:00:00,Panther_education_Mattie,3.48
2017-12-27 02:00:00,Panther_education_Mattie,3.48
2017-12-27 03:00:00,Panther_education_Mattie,3.84
2017-12-27 04:00:00,Panther_education_Mattie,3.84
2017-12-27 05:00:00,Panther_education_Mattie,4.08
2017-12-27 06:00:00,Panther_education_Mattie,6.84
2017-12-27 07:00:00,Panther_education_Mattie,9.6
2017-12-27 08:00:00,Panther_education_Mattie,10.2
2017-12-27 09:00:00,Panther_education_Mattie,10.68
2017-12-27 10:00:00,Panther_education_Mattie,10.32
2017-12-27 11:00:00,Panther_education_Mattie,10.08
2017-12-27 12:00:00,Panther_education_Mattie,10.08
2017-12-27 13:00:00,Panther_education_Mattie,10.68
2017-12-27 14:00:00,Panther_education_Mattie,9.6
2017-12-27 15:00:00,Panther_education_Mattie,10.2
2017-12-27 16:00:00,Panther_education_Mattie,9.84
2017-12-27 17:00:00,Panther_education_Mattie,9.84
2017-12-27 18:00:00,Panther_education_Mattie,9.84
2017-12-27 19:00:00,Panther_education_Mattie,9.6
2017-12-27 20:00:00,Panther_education_Mattie,9.72
2017-12-27 21:00:00,Panther_education_Mattie,9.72
2017-12-27 22:00:00,Panther_education_Mattie,5.64
2017-12-27 23:00:00,Panther_education_Mattie,2.28
2017-12-28 00:00:00,Panther_education_Mattie,2.76
2017-12-28 01:00:00,Panther_education_Mattie,3.0
2017-12-28 02:00:00,Panther_education_Mattie,3.0
2017-12-28 03:00:00,Panther_education_Mattie,3.0
2017-12-28 04:00:00,Panther_education_Mattie,2.76
2017-12-28 05:00:00,Panther_education_Mattie,3.0
2017-12-28 06:00:00,Panther_education_Mattie,6.24
2017-12-28 07:00:00,Panther_education_Mattie,9.0
2017-12-28 08:00:00,Panther_education_Mattie,9.48
2017-12-28 09:00:00,Panther_education_Mattie,10.08
2017-12-28 10:00:00,Panther_education_Mattie,9.6
2017-12-28 11:00:00,Panther_education_Mattie,9.6
2017-12-28 12:00:00,Panther_education_Mattie,10.68
